distance,depth
-2.814814814814781, -6.666666666666686
38.38271604938291, -14.444444444444457
88.49382716049399, -24.444444444444457
153.09876543209907, -38.888888888888914
212.18518518518545, -56.666666666666686
275.814814814815, -83.33333333333337
309.3580246913584, -102.22222222222223
344.06172839506166, -125.55555555555554
384.41975308641986, -157.77777777777783
416.9753086419755, -187.77777777777783
447.3333333333335, -220.00000000000006
466.4691358024693, -242.22222222222229
